업종대분류명,업종중분류명,중분류 소비액
쇼핑업,면세점,1.99260790048E11
쇼핑업,관광기념품,2.3258136294E10
쇼핑업,레저용품쇼핑,4.595367522E10
쇼핑업,대형쇼핑몰,3.009895705E10
숙박업,호텔,6.1106999421E10
숙박업,콘도,4.7344803487E10
숙박업,캠핑장/펜션,5.33311921E8
숙박업,기타숙박,4.1296997811E10
식음료업,식음료,4.31513072698E11
여가서비스업,관광유원시설,7.6543138E9
여가서비스업,골프장,7.3523381503E10
여가서비스업,기타레저,4.426230002E9
여가서비스업,문화서비스,1.0389810007E10
여행업,여행업,3.349353527E9
운송업,수상운송,2.8893006E9
운송업,항공운송,2.2761523138E10
운송업,렌터카,2.998844001E10
운송업,육상운송,1.63061008E8
