기준연월,지역명,숙박방문자 수
202101,제주특별자치도,1613264.0
202102,제주특별자치도,2349235.0
202103,제주특별자치도,2608593.0
202104,제주특별자치도,3066531.0
202105,제주특별자치도,3171330.0
202106,제주특별자치도,3166044.0
202107,제주특별자치도,3390100.0
202108,제주특별자치도,3045902.0
202109,제주특별자치도,2700151.0
202110,제주특별자치도,3450542.0
202111,제주특별자치도,3374106.0
202112,제주특별자치도,3127616.0
