기준연월,방문자수
202101,820359.0
202102,986300.0
202103,827755.0
202104,990477.0
202105,1254908.0
202106,1286835.0
202107,1586309.0
202108,1710392.0
202109,1313639.0
202110,1534944.0
202111,1081678.0
202112,977232.0
