업종대분류명,업종중분류명,중분류 소비액
쇼핑업,면세점,0.0
쇼핑업,관광기념품,6.664941E8
쇼핑업,레저용품쇼핑,8.28110028E8
쇼핑업,대형쇼핑몰,1.341335E7
숙박업,콘도,6.395710371E9
숙박업,캠핑장/펜션,1.80346625E8
숙박업,기타숙박,3.736401238E9
숙박업,호텔,3.4571083E7
식음료업,식음료,3.1974743965E10
여가서비스업,골프장,4.436539423E9
여가서비스업,기타레저,6.5473298E8
여가서비스업,문화서비스,2.71191E7
여가서비스업,관광유원시설,1.242E7
여행업,여행업,4.096861E8
운송업,항공운송,1897600.0
운송업,렌터카,2.67312E7
