광역지자체명,기초지자체명,기초지자체별 거주 방문자 수
경상남도,하동군,959.0
경상남도,의령군,707.0
대구광역시,수성구,21623.0
대구광역시,달서구,20965.0
대구광역시,북구,18070.0
대구광역시,동구,15970.0
대구광역시,달성군,9958.0
대구광역시,남구,5520.0
대구광역시,서구,4340.0
대구광역시,중구,3913.0
전라북도,전주시 완산구,16709.0
전라북도,전주시 덕진구,14868.0
전라북도,군산시,13724.0
전라북도,익산시,13724.0
전라북도,완주군,4518.0
전라북도,정읍시,3546.0
전라북도,김제시,2768.0
전라북도,남원시,2681.0
전라북도,고창군,2100.0
전라북도,부안군,1589.0
전라북도,무주군,1396.0
전라북도,진안군,805.0
전라북도,순창군,686.0
전라북도,장수군,606.0
전라북도,임실군,486.0
광주광역시,북구,19722.0
광주광역시,광산구,17594.0
광주광역시,서구,14808.0
광주광역시,남구,11406.0
광주광역시,동구,5694.0
전라남도,순천시,7788.0
전라남도,나주시,7556.0
전라남도,목포시,7186.0
전라남도,여수시,7007.0
전라남도,광양시,4392.0
전라남도,무안군,3493.0
전라남도,장성군,3206.0
전라남도,영암군,2342.0
전라남도,화순군,2184.0
전라남도,영광군,1449.0
전라남도,해남군,1446.0
전라남도,완도군,1334.0
전라남도,담양군,1320.0
전라남도,강진군,1264.0
전라남도,곡성군,1194.0
전라남도,고흥군,1148.0
전라남도,장흥군,1046.0
전라남도,신안군,850.0
전라남도,보성군,794.0
전라남도,구례군,693.0
전라남도,함평군,626.0
전라남도,진도군,518.0
울산광역시,남구,13398.0
울산광역시,북구,7777.0
울산광역시,울주군,7746.0
울산광역시,중구,7466.0
울산광역시,동구,5901.0
제주특별자치도,제주시,26540.0
제주특별자치도,서귀포시,13006.0
세종특별자치시,세종특별자치시,39494.0
