광역지자체명,기초지자체명,기초지자체별 거주 방문자 수
경상북도,예천군,43214.0
경상북도,울진군,39158.0
경상북도,문경시,36890.0
경상북도,성주군,28980.0
경상북도,청도군,26075.0
경상북도,의성군,24206.0
경상북도,영덕군,22134.0
경상북도,고령군,18000.0
경상북도,청송군,16146.0
경상북도,봉화군,14298.0
경상북도,군위군,14234.0
경상북도,영양군,10101.0
경상북도,울릉군,7966.0
광주광역시,북구,570132.0
광주광역시,광산구,532280.0
광주광역시,서구,455616.0
광주광역시,남구,309872.0
광주광역시,동구,173834.0
충청남도,천안시 서북구,413298.0
충청남도,아산시,321374.0
충청남도,천안시 동남구,290213.0
충청남도,당진시,142286.0
충청남도,서산시,128664.0
충청남도,보령시,92494.0
충청남도,논산시,85057.0
충청남도,홍성군,75593.0
충청남도,공주시,74599.0
충청남도,태안군,55664.0
충청남도,예산군,54089.0
충청남도,계룡시,48650.0
충청남도,부여군,47394.0
충청남도,서천군,39330.0
충청남도,금산군,36862.0
충청남도,청양군,22575.0
대전광역시,유성구,641462.0
대전광역시,서구,609970.0
대전광역시,중구,254261.0
대전광역시,동구,213846.0
대전광역시,대덕구,160436.0
전라남도,목포시,348999.0
전라남도,여수시,287469.0
전라남도,순천시,262738.0
전라남도,나주시,153965.0
전라남도,무안군,130459.0
전라남도,광양시,103327.0
전라남도,완도군,71491.0
전라남도,화순군,55636.0
전라남도,해남군,49308.0
전라남도,영암군,48244.0
전라남도,영광군,43648.0
전라남도,담양군,42672.0
전라남도,고흥군,35248.0
전라남도,장성군,33992.0
전라남도,강진군,29176.0
전라남도,장흥군,27783.0
전라남도,신안군,27234.0
전라남도,진도군,24269.0
전라남도,보성군,22816.0
전라남도,함평군,18865.0
전라남도,곡성군,17878.0
전라남도,구례군,15690.0
충청북도,청주시 흥덕구,351130.0
충청북도,청주시 서원구,283896.0
충청북도,청주시 청원구,260480.0
충청북도,충주시,207025.0
충청북도,청주시 상당구,196752.0
충청북도,음성군,112080.0
충청북도,제천시,76916.0
충청북도,진천군,65684.0
충청북도,증평군,48136.0
충청북도,옥천군,37583.0
충청북도,영동군,31290.0
충청북도,괴산군,24188.0
충청북도,보은군,21500.0
충청북도,단양군,16870.0
전라북도,전주시 완산구,395318.0
전라북도,전주시 덕진구,342254.0
전라북도,군산시,282422.0
전라북도,익산시,273119.0
전라북도,완주군,72384.0
전라북도,정읍시,64124.0
전라북도,남원시,60284.0
전라북도,고창군,44082.0
전라북도,김제시,40162.0
전라북도,부안군,37002.0
전라북도,무주군,15264.0
전라북도,순창군,14214.0
전라북도,진안군,13314.0
전라북도,장수군,10129.0
전라북도,임실군,8732.0
강원도,원주시,337190.0
강원도,춘천시,281729.0
강원도,강릉시,198338.0
강원도,속초시,89593.0
강원도,동해시,59434.0
강원도,홍천군,49812.0
강원도,평창군,46585.0
강원도,양양군,40978.0
강원도,삼척시,40411.0
강원도,횡성군,32935.0
강원도,태백시,31952.0
강원도,철원군,31423.0
강원도,인제군,27604.0
강원도,정선군,25354.0
강원도,고성군,24682.0
강원도,영월군,20626.0
강원도,양구군,17518.0
강원도,화천군,16996.0
울산광역시,남구,350280.0
울산광역시,울주군,202251.0
울산광역시,북구,194582.0
울산광역시,중구,187264.0
울산광역시,동구,118468.0
세종특별자치시,세종특별자치시,566678.0
