기준연월,소비금액(시도),소비금액(시군구)
202101,4.1357488658E10,0.0
202102,6.3409878318E10,0.0
202103,7.9755018827E10,0.0
202104,9.7644466708E10,0.0
202105,1.02115311761E11,0.0
202106,9.4487220953E10,0.0
202107,9.0141155384E10,0.0
202108,8.7570344792E10,0.0
202109,7.688214812E10,0.0
202110,1.07838002758E11,0.0
202111,1.04974184345E11,0.0
202112,8.9336936921E10,0.0
