업종대분류명,업종중분류명,중분류 소비액
쇼핑업,면세점,1.50961572171E11
쇼핑업,관광기념품,1.36358314E10
쇼핑업,레저용품쇼핑,4.84776595E10
쇼핑업,대형쇼핑몰,2.6306429368E10
숙박업,호텔,3.7124174025E10
숙박업,콘도,2.9984638354E10
숙박업,캠핑장/펜션,4.97033147E8
숙박업,기타숙박,3.1912895814E10
식음료업,식음료,3.5298639534E11
여가서비스업,관광유원시설,5.593704664E9
여가서비스업,골프장,5.7481113109E10
여가서비스업,기타레저,4.203924212E9
여가서비스업,문화서비스,8.298292465E9
여행업,여행업,2.247883332E9
운송업,수상운송,2.22937371E9
운송업,항공운송,1.6697422551E10
운송업,렌터카,2.2828705259E10
운송업,육상운송,1.17102E8
