기준연월,소비금액(시도),소비금액(시군구)
202001,7.2802880077E10,0.0
202002,4.2272194044E10,0.0
202003,3.9155847602E10,0.0
202004,4.3894080933E10,0.0
202005,6.7363202047E10,0.0
202006,6.9196928757E10,0.0
202007,7.9253603748E10,0.0
202008,9.8550631368E10,0.0
202009,6.2660349827E10,0.0
202010,8.9835330137E10,0.0
202011,9.1885999195E10,0.0
202012,5.4713102686E10,0.0
