기준연월,지역명,숙박방문자 수
202001,제주특별자치도,2567107.0
202002,제주특별자치도,1554775.0
202003,제주특별자치도,1416713.0
202004,제주특별자치도,1338719.0
202005,제주특별자치도,1791697.0
202006,제주특별자치도,1916050.0
202007,제주특별자치도,2472921.0
202008,제주특별자치도,2942436.0
202009,제주특별자치도,1919180.0
202010,제주특별자치도,2853829.0
202011,제주특별자치도,3095565.0
202012,제주특별자치도,1904476.0
