업종대분류명,업종중분류명,중분류 소비액
쇼핑업,면세점,1.7459133001E11
쇼핑업,관광기념품,2.0279883301E10
쇼핑업,레저용품쇼핑,5.211933455E10
쇼핑업,대형쇼핑몰,2.929203578E10
숙박업,호텔,4.1571341151E10
숙박업,콘도,2.956317376E10
숙박업,기타숙박,4.1789869305E10
숙박업,캠핑장/펜션,3.23250761E8
식음료업,식음료,3.90664731927E11
여가서비스업,관광유원시설,9.424820065E9
여가서비스업,골프장,5.2686904603E10
여가서비스업,기타레저,8.057901423E9
여가서비스업,문화서비스,1.4553212378E10
여행업,여행업,4.200915998E9
운송업,수상운송,3.03214845E9
운송업,항공운송,4.9212586234E10
운송업,렌터카,2.3770255374E10
운송업,육상운송,3.473206E8
