기준연월,숙박일수 구분,방문자 수,평균 체류시간
202001,무박,955312.0,253.0
202002,무박,640903.0,242.0
202003,무박,741412.0,241.0
202004,무박,748589.0,232.0
202005,무박,1053229.0,243.0
202006,무박,1046558.0,243.0
202007,무박,1301389.0,249.0
202008,무박,1647704.0,264.0
202009,무박,875636.0,234.0
202010,무박,1363525.0,233.0
202011,무박,861177.0,241.0
202012,무박,754844.0,248.0
