광역지자체명,기초지자체명,기초지자체별 거주 방문자 수
충청북도,옥천군,3160.0
충청북도,영동군,2524.0
충청북도,보은군,1918.0
충청남도,천안시 서북구,42536.0
충청남도,아산시,34734.0
충청남도,천안시 동남구,29866.0
충청남도,당진시,18284.0
충청남도,서산시,14948.0
충청남도,논산시,7444.0
충청남도,홍성군,6318.0
충청남도,공주시,6293.0
충청남도,보령시,6010.0
충청남도,예산군,5960.0
충청남도,태안군,5632.0
충청남도,계룡시,4952.0
충청남도,부여군,3832.0
충청남도,금산군,3073.0
충청남도,서천군,2317.0
충청남도,청양군,1456.0
경상북도,포항시 북구,16107.0
경상북도,구미시,15516.0
경상북도,울진군,15396.0
경상북도,경주시,13622.0
경상북도,안동시,13016.0
경상북도,경산시,13010.0
경상북도,영주시,12736.0
경상북도,포항시 남구,11658.0
경상북도,김천시,6230.0
경상북도,상주시,5562.0
경상북도,예천군,4396.0
경상북도,문경시,3980.0
경상북도,영천시,3794.0
경상북도,칠곡군,3794.0
경상북도,봉화군,3010.0
경상북도,영덕군,2930.0
경상북도,청송군,1880.0
경상북도,의성군,1578.0
경상북도,성주군,1340.0
경상북도,군위군,1186.0
경상북도,청도군,1176.0
경상북도,영양군,896.0
경상북도,고령군,847.0
경상북도,울릉군,665.0
대전광역시,유성구,45717.0
대전광역시,서구,44726.0
대전광역시,중구,18718.0
대전광역시,동구,17958.0
대전광역시,대덕구,13324.0
부산광역시,해운대구,16012.0
부산광역시,부산진구,10930.0
부산광역시,사하구,10448.0
부산광역시,금정구,9576.0
부산광역시,동래구,9572.0
부산광역시,북구,9226.0
부산광역시,남구,8806.0
부산광역시,연제구,7872.0
부산광역시,수영구,7623.0
부산광역시,기장군,5596.0
부산광역시,사상구,5579.0
부산광역시,강서구,4802.0
부산광역시,영도구,3612.0
부산광역시,서구,3300.0
부산광역시,동구,2646.0
부산광역시,중구,1687.0
경상남도,김해시,16664.0
경상남도,거제시,10910.0
경상남도,양산시,10493.0
경상남도,진주시,9348.0
경상남도,창원시 성산구,8432.0
경상남도,창원시 의창구,8421.0
경상남도,창원시 진해구,6632.0
경상남도,창원시 마산회원구,5366.0
경상남도,창원시 마산합포구,5058.0
경상남도,통영시,3717.0
경상남도,사천시,3608.0
경상남도,밀양시,2975.0
경상남도,창녕군,2600.0
경상남도,함안군,1708.0
경상남도,거창군,1477.0
경상남도,합천군,1218.0
경상남도,함양군,1054.0
경상남도,고성군,889.0
경상남도,남해군,878.0
경상남도,하동군,788.0
경상남도,의령군,693.0
경상남도,산청군,620.0
대구광역시,달서구,21091.0
대구광역시,수성구,20976.0
대구광역시,북구,18484.0
대구광역시,동구,15351.0
대구광역시,달성군,9566.0
대구광역시,남구,5772.0
대구광역시,서구,4648.0
대구광역시,중구,4042.0
전라북도,전주시 완산구,14668.0
전라북도,익산시,12554.0
전라북도,전주시 덕진구,12292.0
전라북도,군산시,11599.0
전라북도,완주군,3804.0
전라북도,정읍시,2838.0
전라북도,남원시,2804.0
전라북도,김제시,2292.0
전라북도,고창군,1841.0
전라북도,부안군,1372.0
전라북도,무주군,1281.0
전라북도,순창군,588.0
전라북도,임실군,528.0
전라북도,진안군,480.0
전라북도,장수군,462.0
광주광역시,북구,17042.0
광주광역시,광산구,15183.0
광주광역시,서구,12450.0
광주광역시,남구,8897.0
광주광역시,동구,4708.0
전라남도,목포시,6391.0
전라남도,순천시,6216.0
전라남도,여수시,5572.0
전라남도,나주시,5100.0
전라남도,광양시,3308.0
전라남도,장성군,2762.0
전라남도,무안군,2527.0
전라남도,영암군,1939.0
전라남도,화순군,1883.0
전라남도,영광군,1631.0
전라남도,해남군,1232.0
전라남도,담양군,1200.0
전라남도,함평군,1018.0
전라남도,완도군,945.0
전라남도,장흥군,914.0
전라남도,고흥군,910.0
전라남도,신안군,878.0
전라남도,강진군,850.0
전라남도,보성군,637.0
전라남도,곡성군,616.0
전라남도,진도군,606.0
전라남도,구례군,598.0
울산광역시,남구,13100.0
울산광역시,북구,8505.0
울산광역시,울주군,8228.0
울산광역시,중구,7266.0
울산광역시,동구,5814.0
세종특별자치시,세종특별자치시,39218.0
제주특별자치도,제주시,19820.0
제주특별자치도,서귀포시,9009.0
