기준연월,소비금액(시도),소비금액(시군구)
201901,9.5967578047E10,2.558643011E9
201902,9.112623817E10,2.53315674E9
201903,8.9497677448E10,2.76340014E9
201904,8.1241286171E10,2.358240723E9
201905,1.02866015473E11,3.297610894E9
201906,1.0345513476E11,3.899537447E9
201907,1.12650458429E11,4.727927568E9
201908,1.5103356019E11,7.36009972E9
201909,9.3133007317E10,3.471616098E9
201910,1.075946897E11,4.128475814E9
201911,9.1888122031E10,2.956829324E9
201912,9.674063632E10,3.026653173E9
