기준연월,지역명,숙박방문자 수
201901,양양군,171715.0
201902,양양군,219086.0
201903,양양군,176734.0
201904,양양군,153141.0
201905,양양군,200412.0
201906,양양군,246371.0
201907,양양군,347751.0
201908,양양군,567073.0
201909,양양군,232678.0
201910,양양군,242399.0
201911,양양군,199371.0
201912,양양군,214704.0
