방문자 연령,방문자 수(남성),방문자 비율(남성),방문자 수(여성),방문자 비율(여성)
70세 이상,324674.0,2.4,271524.0,2.0
60~69세,955490.0,6.9,745983.0,5.4
50~59세,1640689.0,11.9,1379020.0,10.0
40~49세,1539205.0,11.1,1192843.0,8.6
30~39세,1377131.0,10.0,1166265.0,8.4
20~29세,1311371.0,9.5,1022906.0,7.4
10~19세,400784.0,2.9,344359.0,2.5
0~9세,60568.0,0.4,72675.0,0.5
